36196869,18100790,9049031,5591274,6358706,9065605,8537661,8530088,8769098
18100175,9048889,4527412,5344028,6374576,9069423,8547436,8531991,9017805
9052028,4527268,3037461,5289086,6267105,9034644,8559230,8566763,9817040
4526659,2787439,2903058,5234680,6306552,9015483,8577381,8632834,9923819
2987452,2760251,2883751,5263225,6364642,9135913,8636402,8838045,11043556
2823660,2896989,2939587,5283224,6355490,9185348,8852285,10184827,9385262
2871853,2945638,2966130,5296324,6382887,9285421,10162970,8784944,8919238
2774065,2992831,3065858,5337816,6441826,10721624,8813967,8803423,9272182
2856580,3153900,3430114,5479171,7486327,9427224,8791102,9027089,11920578
