
1802816,2017578,3789036,4896163,3903707,5552797,15922725,42049913
1985315,3145145,4844688,4173432,5249368,18464300,16230727,65259901
3857865,3638140,3982012,5652388,19093208,16282798,53612390,117967907
3289127,2567905,5693585,18443097,16522933,54122907,106187515,223072812
2762274,4721217,17358305,16420156,42625177,116870526,79678462,435532838
5092788,15709557,16401410,79861757,76071414,222963735,471488695,961472774
15627538,14006298,78854982,158170354,139822974,433979324,900515319,1698256252
34509355,69295946,152091707,315422703,276123807,839111546,1727802891
