
684070400,823142336,911183712,1083206176,3056052000,7934822016,7909908416,8499245696
901341920,916137056,1151362976,2900788160,8084785664,7845227168,8133509952,8585277952
925646368,1140744608,3076815040,8069633984,8049137728,8147236000,8254155200,8790537664
1158654656,3033284064,7928515904,8173496416,8063505024,8198532832,8560532544
1791404032,8033985792,8119595072,8082818752,8744857248,8764901856
8097450176,8144151008,8035031584,8598624448,8862869888
8078242048,8124028832,8614326496,8851834336
8570180672,8288629856,8836832768
