
85.93,86.38,84.02,79.86,9.0,0.05,0.05,3.41
86.08,84.44,74.16,21.48,0.05,0.05,0.05,5.04
83.94,73.62,14.35,0.04,0.05,0.05,0.05,2.75
71.56,17.02,0.02,0.04,0.05,0.05,0.04
30.85,0.01,0.02,0.04,0.04,2.56
0.0,0.01,0.02,6.0,0.04
0.0,0.01,5.98,4.63
3.41,4.43,3.17
