
467.58,439.22,443.23,409.27,254.76,301.96,310.31,239.97
372.0,437.31,417.63,248.73,337.85,285.25,370.32,131.64
443.78,479.66,367.68,313.02,287.06,429.31,136.13,72.2
476.88,368.18,291.1,305.09,444.8,136.37,60.25,38.23
304.7,488.05,328.25,443.21,186.74,72.14,88.82,17.84
443.4,382.69,441.73,109.12,101.14,37.73,19.24
388.15,526.21,125.26,54.63,52.91,18.22
304.99,136.02,64.83,31.0,26.5
